LoanID,IssueDate,IssueYear,IssueMonth,LoanAmount,Term_Months,InterestRate,Grade,Purpose,HomeOwnership,EmploymentLength,AnnualIncome,DTI,RevolvingUtilization,CreditHistoryYears,Delinquencies2Yrs,OpenAccounts,DefaultFlag,LoanStatus,DTI_Segment,RiskTier,HighRevolvingUtil,ThinFile,HighDTI,LoanToIncome,DefaultProbability,CapitalAtRisk
LC001364,2024-05-01,2024,5,10000,60,26.03,F,Medical,MORTGAGE,10+ years,69439,34.46,7.79,8.0,0,9,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.144,0.4518,4518
LC001365,2020-12-01,2020,12,10000,60,10.5,B,Debt Consolidation,RENT,7 years,152899,35.83,2.69,5.0,1,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.0654,0.1583,1583
LC001366,2024-09-01,2024,9,10000,60,26.33,F,Medical,RENT,4 years,97740,18.3,38.25,17.9,0,10,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.1023,0.373,3730
LC001367,2021-04-01,2021,4,10000,36,25.86,F,Auto,MORTGAGE,3 years,96004,14.66,72.73,14.9,0,9,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.1042,0.4188,4188
LC001368,2020-05-01,2020,5,15000,36,9.04,B,Debt Consolidation,RENT,2 years,27067,41.94,11.31,33.1,1,8,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.5542,0.1528,2291
LC001369,2024-06-01,2024,6,35000,60,8.05,A,Debt Consolidation,MORTGAGE,8 years,79374,28.88,30.4,11.1,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.4409,0.0642,2248
LC001370,2024-10-01,2024,10,20000,36,4.93,A,Vacation,MORTGAGE,2 years,52757,7.8,38.1,16.5,0,13,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.3791,0.02,400
LC001371,2021-07-01,2021,7,15000,60,5.56,A,Debt Consolidation,MORTGAGE,7 years,41131,30.75,37.12,17.9,1,7,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.3647,0.072,1080
LC001372,2021-09-01,2021,9,35000,36,7.6,A,Auto,MORTGAGE,3 years,58924,15.84,6.79,10.1,1,9,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.594,0.0437,1530
LC001373,2021-06-01,2021,6,5000,60,18.29,D,Small Business,RENT,8 years,86908,21.06,27.08,32.6,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.0575,0.1772,886
LC001374,2024-01-01,2024,1,10000,36,6.32,A,Debt Consolidation,MORTGAGE,10+ years,69593,26.37,34.29,13.7,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1437,0.0464,464
LC001375,2019-08-01,2019,8,20000,60,8.21,B,Auto,RENT,9 years,34918,23.66,50.24,7.1,1,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.5728,0.1038,2076
LC001376,2020-02-01,2020,2,20000,36,23.08,E,Home Improvement,RENT,9 years,78529,44.37,57.04,4.2,0,12,0,Fully Paid,DTI > 43% (Very High),Grade E/F (Critical),0,0,1,0.2547,0.419,8379
LC001377,2023-09-01,2023,9,5000,60,7.68,A,Small Business,MORTGAGE,2 years,39388,14.14,27.67,16.1,0,8,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1269,0.02,100
LC001378,2021-11-01,2021,11,15000,36,21.94,E,Home Improvement,RENT,1 year,60376,32.92,51.03,8.9,0,8,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2484,0.347,5206
LC001379,2021-07-01,2021,7,25000,36,8.55,B,Small Business,MORTGAGE,8 years,46552,26.36,31.32,24.2,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.537,0.0784,1961
LC001380,2024-07-01,2024,7,25000,36,6.36,A,Debt Consolidation,MORTGAGE,4 years,48561,17.64,51.19,16.7,0,6,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.5148,0.02,500
LC001381,2024-10-01,2024,10,25000,60,16.67,D,Home Improvement,OWN,5 years,79469,36.24,38.73,6.3,1,7,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.3146,0.2761,6901
LC001382,2024-10-01,2024,10,15000,36,17.06,D,Vacation,OWN,< 1 year,32206,29.61,45.73,12.1,0,4,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.4658,0.2201,3302
LC001383,2021-12-01,2021,12,5000,60,22.56,E,Debt Consolidation,RENT,3 years,143286,15.23,56.62,15.0,0,8,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.0349,0.2882,1441
LC001384,2024-05-01,2024,5,15000,60,17.5,D,Medical,RENT,< 1 year,21795,33.49,48.66,13.9,0,11,1,Charged Off,DTI 30-43% (High),Grade C/D (High),0,0,0,0.6882,0.2303,3454
LC001385,2023-08-01,2023,8,10000,60,20.54,E,Home Improvement,MORTGAGE,10+ years,40182,23.48,69.63,20.4,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.2489,0.3282,3282
LC001386,2020-10-01,2020,10,35000,60,10.3,B,Education,RENT,3 years,65193,41.58,21.52,14.1,2,6,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.5369,0.166,5811
LC001387,2023-01-01,2023,1,20000,36,6.65,A,Debt Consolidation,MORTGAGE,6 years,72559,34.23,27.26,8.1,1,10,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2756,0.1066,2132
LC001388,2019-03-01,2019,3,15000,60,17.35,D,Vacation,MORTGAGE,< 1 year,51522,30.09,24.52,12.0,0,6,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.2911,0.2224,3335
LC001389,2023-09-01,2023,9,25000,60,22.57,E,Home Improvement,MORTGAGE,8 years,52644,25.93,12.69,14.3,0,8,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.4749,0.3008,7521
LC001390,2023-01-01,2023,1,20000,36,25.91,F,Debt Consolidation,RENT,4 years,66521,42.89,38.23,15.2,0,9,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.3007,0.4646,9291
LC001391,2023-11-01,2023,11,15000,36,12.77,C,Debt Consolidation,RENT,10+ years,48265,24.93,36.75,8.6,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3108,0.1419,2129
LC001392,2020-08-01,2020,8,30000,36,8.77,B,Debt Consolidation,RENT,10+ years,108726,10.73,31.49,15.5,0,10,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2759,0.053,1590
LC001393,2023-06-01,2023,6,30000,36,15.55,D,Small Business,RENT,4 years,82428,28.19,13.31,9.8,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.364,0.2214,6641
LC001394,2020-12-01,2020,12,25000,36,9.48,B,Home Improvement,OWN,10+ years,83819,32.34,54.72,19.4,1,6,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2983,0.1238,3095
LC001395,2024-10-01,2024,10,5000,60,28.81,F,Education,RENT,10+ years,33420,21.84,33.81,21.4,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.1496,0.3804,1902
LC001396,2023-05-01,2023,5,20000,60,19.93,E,Home Improvement,RENT,10+ years,52068,22.16,63.11,17.1,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.3841,0.3099,6197
LC001397,2019-12-01,2019,12,25000,36,12.77,C,Debt Consolidation,RENT,10+ years,46619,27.2,15.2,19.7,2,8,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.5363,0.1558,3895
LC001398,2020-06-01,2020,6,10000,60,17.31,D,Small Business,MORTGAGE,3 years,32768,11.32,30.04,17.7,1,7,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.3052,0.185,1850
LC001399,2023-11-01,2023,11,10000,36,16.9,D,Medical,MORTGAGE,7 years,64866,38.42,49.38,12.3,0,6,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1542,0.2548,2548
LC001400,2022-05-01,2022,5,35000,36,6.31,A,Debt Consolidation,RENT,< 1 year,41406,27.72,69.77,8.6,0,4,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.8453,0.1066,3732
LC001401,2023-09-01,2023,9,5000,60,25.76,F,Debt Consolidation,RENT,1 year,75185,47.23,49.59,15.8,0,11,1,Charged Off,DTI > 43% (Very High),Grade E/F (Critical),0,0,1,0.0665,0.4819,2410
LC001402,2021-02-01,2021,2,25000,60,12.99,C,Debt Consolidation,RENT,10+ years,31726,37.91,72.63,16.0,0,8,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.788,0.2199,5498
LC001403,2023-10-01,2023,10,20000,36,20.79,E,Medical,RENT,4 years,127966,25.36,89.5,16.7,0,3,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),1,0,0,0.1563,0.3754,7509
LC001404,2020-06-01,2020,6,15000,36,7.45,B,Medical,MORTGAGE,9 years,34608,19.23,62.69,11.4,1,10,1,Charged Off,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.4334,0.1012,1518
LC001405,2022-12-01,2022,12,5000,36,22.36,E,Home Improvement,MORTGAGE,10+ years,60455,32.93,30.47,25.4,0,5,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.0827,0.3267,1634
LC001406,2024-04-01,2024,4,30000,36,9.97,B,Education,RENT,10+ years,80493,37.51,77.94,18.5,0,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),1,0,0,0.3727,0.1789,5368
LC001407,2023-03-01,2023,3,15000,60,6.44,A,Education,RENT,10+ years,40728,16.89,24.0,16.8,0,9,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.3683,0.02,300
LC001408,2019-12-01,2019,12,20000,60,26.98,F,Small Business,OWN,3 years,82970,17.13,31.75,7.0,0,4,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.2411,0.397,7940
LC001409,2024-05-01,2024,5,25000,60,7.26,A,Auto,MORTGAGE,< 1 year,29302,41.11,65.65,7.3,0,10,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.8532,0.1558,3896
LC001410,2020-02-01,2020,2,25000,36,9.38,B,Debt Consolidation,MORTGAGE,5 years,111978,31.44,46.04,20.1,0,13,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2233,0.0988,2469
LC001411,2023-03-01,2023,3,40000,60,27.52,F,Debt Consolidation,RENT,1 year,54561,28.34,36.37,15.5,1,8,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.7331,0.4184,16734
LC001412,2022-07-01,2022,7,20000,36,26.56,F,Debt Consolidation,MORTGAGE,< 1 year,40207,25.56,13.34,17.5,1,11,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.4974,0.4072,8145
LC001413,2021-12-01,2021,12,15000,60,13.85,C,Debt Consolidation,RENT,4 years,46649,38.76,34.96,19.0,0,9,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.3215,0.178,2671
LC001414,2020-01-01,2020,1,40000,36,17.06,D,Small Business,MORTGAGE,9 years,81183,21.33,48.02,14.9,0,15,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.4927,0.1786,7145
LC001415,2020-02-01,2020,2,25000,60,12.96,C,Auto,OWN,7 years,40448,22.08,26.7,7.8,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.6181,0.1329,3323
LC001416,2024-03-01,2024,3,10000,60,8.18,B,Debt Consolidation,RENT,3 years,37247,18.78,35.55,7.5,0,9,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2685,0.0755,755
LC001417,2024-10-01,2024,10,10000,60,9.43,B,Debt Consolidation,RENT,8 years,48496,18.86,66.38,16.6,0,11,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2062,0.0858,858
LC001418,2022-12-01,2022,12,30000,36,16.13,D,Home Improvement,RENT,2 years,30077,24.79,60.27,29.6,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.9974,0.2127,6381
LC001419,2019-07-01,2019,7,15000,60,16.29,D,Auto,RENT,< 1 year,134628,55.12,13.59,10.0,1,8,0,Fully Paid,DTI > 43% (Very High),Grade C/D (High),0,0,1,0.1114,0.3405,5107
LC001420,2024-04-01,2024,4,25000,60,20.75,E,Home Improvement,RENT,9 years,40815,30.01,17.6,9.6,0,7,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.6125,0.3312,8281
LC001421,2022-12-01,2022,12,20000,60,20.55,E,Small Business,RENT,7 years,82109,33.3,20.6,5.7,0,5,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2436,0.3561,7122
LC001422,2022-08-01,2022,8,10000,36,8.1,A,Debt Consolidation,MORTGAGE,9 years,60158,18.07,15.39,11.5,1,8,1,Charged Off,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1662,0.0395,395
LC001423,2021-08-01,2021,8,20000,36,13.87,C,Debt Consolidation,MORTGAGE,< 1 year,33115,32.53,49.04,21.5,1,8,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.604,0.1651,3302
LC001424,2021-01-01,2021,1,5000,36,7.94,A,Vacation,RENT,10+ years,54015,27.09,14.1,10.5,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.0926,0.0589,294
LC001425,2022-05-01,2022,5,15000,36,11.82,C,Vacation,OWN,7 years,80178,23.62,49.31,11.7,1,5,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1871,0.1394,2091
LC001426,2023-01-01,2023,1,20000,60,12.86,C,Debt Consolidation,RENT,7 years,49309,39.32,37.91,18.4,0,8,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.4056,0.1803,3606
LC001427,2022-07-01,2022,7,15000,60,20.37,E,Vacation,OWN,7 years,98376,39.1,30.46,5.6,0,9,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.1525,0.3796,5694
LC001428,2024-04-01,2024,4,25000,36,8.64,B,Medical,RENT,10+ years,90288,22.91,22.77,23.4,0,12,1,Charged Off,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2769,0.0646,1616
LC001429,2021-12-01,2021,12,30000,60,5.67,A,Auto,OWN,7 years,85773,31.92,51.33,8.9,0,6,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.3498,0.0856,2569
LC001430,2022-08-01,2022,8,30000,36,7.39,A,Home Improvement,MORTGAGE,7 years,43052,42.18,51.61,17.0,0,8,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.6968,0.1089,3268
LC001431,2021-12-01,2021,12,5000,36,16.48,D,Small Business,MORTGAGE,10+ years,31574,46.81,8.48,8.3,0,5,0,Fully Paid,DTI > 43% (Very High),Grade C/D (High),0,0,1,0.1584,0.3003,1502
LC001432,2023-08-01,2023,8,10000,36,17.65,D,Small Business,OWN,9 years,39863,31.8,68.47,7.7,0,7,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.2509,0.279,2790
LC001433,2019-09-01,2019,9,20000,60,6.88,A,Medical,RENT,5 years,59762,37.97,23.05,16.3,1,14,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.3347,0.1009,2018
LC001434,2020-11-01,2020,11,35000,60,8.24,A,Debt Consolidation,OWN,8 years,71175,32.83,34.27,10.9,0,6,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.4917,0.0806,2822
LC001435,2024-06-01,2024,6,30000,36,15.62,D,Debt Consolidation,RENT,4 years,18292,29.69,83.38,25.2,0,16,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),1,0,0,1.6401,0.2785,8356
LC001436,2020-07-01,2020,7,30000,60,7.41,A,Home Improvement,RENT,2 years,53957,22.34,7.53,10.8,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.556,0.039,1169
LC001437,2023-07-01,2023,7,15000,36,22.32,E,Medical,RENT,7 years,58633,32.17,39.27,20.1,0,5,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2558,0.3237,4855
LC001438,2024-05-01,2024,5,15000,36,16.02,D,Debt Consolidation,MORTGAGE,10+ years,47157,25.23,37.75,19.8,0,4,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3181,0.1939,2909
LC001439,2022-07-01,2022,7,20000,36,7.21,A,Medical,RENT,10+ years,103325,34.1,11.2,17.6,0,5,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.1936,0.0734,1468
LC001440,2020-09-01,2020,9,10000,36,6.67,A,Vacation,MORTGAGE,4 years,66896,19.6,22.53,12.2,0,5,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1495,0.0254,254
LC001441,2021-12-01,2021,12,5000,60,26.62,F,Debt Consolidation,MORTGAGE,6 years,104307,32.06,39.32,15.1,1,6,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.0479,0.4332,2166
LC001442,2024-12-01,2024,12,35000,60,8.54,B,Medical,MORTGAGE,2 years,48631,20.62,33.95,10.4,0,10,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.7197,0.0693,2425
LC001443,2021-11-01,2021,11,10000,36,8.62,B,Home Improvement,MORTGAGE,10+ years,86573,19.86,27.13,11.9,0,12,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1155,0.0623,623
LC001444,2023-04-01,2023,4,10000,36,23.04,E,Auto,RENT,10+ years,122704,43.48,15.63,17.7,1,5,0,Fully Paid,DTI > 43% (Very High),Grade E/F (Critical),0,0,1,0.0815,0.3809,3809
LC001445,2023-02-01,2023,2,5000,36,26.8,F,Debt Consolidation,RENT,8 years,104386,32.62,71.75,12.2,1,9,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.0479,0.4874,2437
LC001446,2022-08-01,2022,8,35000,36,27.43,F,Medical,RENT,10+ years,31380,17.6,68.63,17.2,0,9,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,1.1154,0.4103,14359
LC001447,2023-07-01,2023,7,20000,36,16.17,D,Education,RENT,8 years,47723,30.28,15.99,15.7,0,13,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.4191,0.2141,4282
LC001448,2021-06-01,2021,6,25000,36,8.58,B,Vacation,RENT,7 years,45589,32.34,23.86,6.1,0,7,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.5484,0.1291,3226
LC001449,2022-07-01,2022,7,35000,60,7.27,A,Medical,RENT,< 1 year,69191,31.99,27.73,21.2,0,7,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.5058,0.065,2274
LC001450,2023-12-01,2023,12,15000,36,15.72,D,Small Business,RENT,5 years,76357,38.41,49.1,6.6,0,7,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1964,0.2718,4078
LC001451,2020-03-01,2020,3,20000,36,12.47,C,Small Business,OWN,8 years,35616,29.02,37.33,12.7,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.5615,0.146,2920
LC001452,2021-06-01,2021,6,5000,60,12.83,C,Auto,MORTGAGE,8 years,56046,20.97,73.91,18.1,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.0892,0.1547,774
LC001453,2023-10-01,2023,10,10000,36,26.89,F,Small Business,RENT,4 years,19733,19.0,23.67,11.8,0,8,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.5068,0.3826,3826
LC001454,2023-07-01,2023,7,30000,36,6.26,A,Debt Consolidation,MORTGAGE,10+ years,111410,29.16,62.47,19.0,2,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2693,0.1026,3077
LC001455,2022-07-01,2022,7,25000,36,13.12,C,Auto,RENT,2 years,41932,34.72,47.42,6.4,1,11,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.5962,0.1997,4992
LC001456,2023-05-01,2023,5,15000,36,6.95,A,Medical,RENT,6 years,55711,23.91,27.6,21.7,0,14,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2692,0.0326,490
LC001457,2022-03-01,2022,3,15000,36,13.39,C,Medical,MORTGAGE,8 years,46406,22.18,64.43,16.6,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3232,0.1406,2109
LC001458,2024-02-01,2024,2,20000,36,5.61,A,Debt Consolidation,MORTGAGE,8 years,96087,20.16,42.56,19.4,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2081,0.02,400
LC001459,2023-07-01,2023,7,5000,60,6.17,A,Medical,RENT,8 years,18000,22.93,18.96,7.9,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2778,0.05,250
LC001460,2021-04-01,2021,4,10000,60,7.36,A,Home Improvement,OWN,3 years,53728,26.9,59.97,8.8,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1861,0.0831,831
LC001461,2021-02-01,2021,2,10000,60,17.52,D,Medical,OWN,2 years,51384,24.48,36.74,19.1,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1946,0.1909,1909
LC001462,2023-08-01,2023,8,10000,36,15.7,D,Debt Consolidation,MORTGAGE,7 years,43182,15.5,79.73,7.5,0,7,1,Charged Off,DTI < 20% (Low),Grade C/D (High),1,0,0,0.2316,0.255,2550
LC001463,2024-02-01,2024,2,30000,36,13.08,C,Medical,MORTGAGE,7 years,128427,40.92,22.25,19.0,1,9,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.2336,0.1987,5960
LC001464,2020-06-01,2020,6,10000,36,25.22,F,Vacation,MORTGAGE,2 years,34764,40.39,42.42,3.1,0,7,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2877,0.4903,4903
LC001465,2022-04-01,2022,4,10000,36,9.24,B,Debt Consolidation,RENT,8 years,79690,22.17,23.75,8.4,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1255,0.0815,815
LC001466,2019-09-01,2019,9,20000,36,10.72,B,Vacation,RENT,5 years,64739,28.83,39.58,25.2,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3089,0.0883,1766
LC001467,2021-05-01,2021,5,30000,36,20.64,E,Home Improvement,RENT,8 years,101799,18.25,9.24,11.9,0,14,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.2947,0.2843,8529
LC001468,2023-04-01,2023,4,10000,36,8.53,B,Auto,MORTGAGE,10+ years,38809,22.22,18.52,12.8,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2577,0.0685,685
LC001469,2019-08-01,2019,8,5000,36,27.41,F,Education,MORTGAGE,2 years,37553,8.27,11.68,5.8,0,5,1,Charged Off,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.1331,0.4006,2003
LC001470,2023-03-01,2023,3,15000,36,5.17,A,Small Business,RENT,< 1 year,93717,22.83,44.57,17.4,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1601,0.0283,425
LC001471,2024-09-01,2024,9,25000,36,26.29,F,Medical,OWN,9 years,67014,32.18,34.4,18.8,0,8,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.3731,0.4217,10543
LC001472,2024-08-01,2024,8,20000,36,6.88,A,Auto,OWN,7 years,25023,24.43,43.72,9.0,2,6,1,Charged Off,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.7993,0.0767,1534
LC001473,2020-12-01,2020,12,30000,36,20.89,E,Home Improvement,MORTGAGE,8 years,41371,25.69,41.37,13.5,0,9,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.7251,0.3023,9068
LC001474,2023-12-01,2023,12,40000,36,12.61,C,Home Improvement,MORTGAGE,10+ years,65722,37.22,51.75,9.6,1,8,1,Charged Off,DTI 30-43% (High),Grade C/D (High),0,0,0,0.6086,0.2036,8143
LC001475,2024-08-01,2024,8,30000,36,27.4,F,Medical,OWN,10+ years,82362,29.13,10.13,27.5,0,5,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.3642,0.4095,12286
LC001476,2019-10-01,2019,10,20000,36,6.74,A,Education,RENT,10+ years,38576,19.72,7.12,10.9,0,8,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.5185,0.0293,586
LC001477,2021-05-01,2021,5,20000,36,13.01,C,Education,MORTGAGE,6 years,18000,34.57,39.48,9.3,0,7,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,1.1111,0.1784,3568
LC001478,2024-01-01,2024,1,5000,36,26.53,F,Education,RENT,6 years,70376,23.46,17.14,14.9,1,16,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.071,0.3991,1996
LC001479,2020-11-01,2020,11,40000,60,13.1,C,Home Improvement,MORTGAGE,5 years,29432,45.74,27.09,4.9,0,8,0,Fully Paid,DTI > 43% (Very High),Grade C/D (High),0,0,1,1.3591,0.2363,9450
LC001480,2024-10-01,2024,10,15000,36,16.7,D,Education,RENT,2 years,19758,25.33,52.27,21.3,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.7592,0.1989,2983
LC001481,2022-09-01,2022,9,10000,36,17.17,D,Debt Consolidation,OWN,7 years,18000,16.68,30.66,8.8,0,6,1,Charged Off,DTI < 20% (Low),Grade C/D (High),0,0,0,0.5556,0.1916,1916
LC001482,2019-02-01,2019,2,25000,36,12.4,C,Small Business,OWN,3 years,81389,22.04,50.41,13.6,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3072,0.1162,2904
LC001483,2022-01-01,2022,1,10000,36,16.65,D,Debt Consolidation,RENT,10+ years,57775,26.19,62.6,5.5,0,3,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1731,0.2515,2515
LC001484,2021-06-01,2021,6,20000,36,12.01,C,Home Improvement,MORTGAGE,7 years,48396,39.88,38.12,13.5,0,5,1,Charged Off,DTI 30-43% (High),Grade C/D (High),0,0,0,0.4133,0.187,3740
LC001485,2021-01-01,2021,1,20000,60,26.77,F,Home Improvement,OWN,7 years,108501,22.77,73.4,25.1,0,6,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.1843,0.4309,8618
